Name;Currency;Ask;Open;PreviousClose;PercentChange;PriceBook;Change;DaysHigh;DaysLow;EarningsShare;AfterHoursChangeRealtime;AnnualizedGain;Ask;AskRealtime;AverageDailyVolume;Bid;BidRealtime;BookValue;Change;ChangeFromFiftydayMovingAverage;ChangeFromTwoHundreddayMovingAverage;ChangeFromYearHigh;ChangeFromYearLow;ChangePercentRealtime;ChangeRealtime;Change_PercentChange;ChangeinPercent;Commission;Currency;DaysHigh;DaysLow;DaysRange;DaysRangeRealtime;DaysValueChange;DaysValueChangeRealtime;DividendPayDate;DividendShare;DividendYield;EBITDA;EPSEstimateCurrentYear;EPSEstimateNextQuarter;EPSEstimateNextYear;EarningsShare;ErrorIndicationreturnedforsymbolchangedinvalid;ExDividendDate;FiftydayMovingAverage;HighLimit;HoldingsGain;HoldingsGainPercent;HoldingsGainPercentRealtime;HoldingsGainRealtime;HoldingsValue;HoldingsValueRealtime;LastTradeDate;LastTradePriceOnly;LastTradeRealtimeWithTime;LastTradeTime;LastTradeWithTime;LowLimit;MarketCapRealtime;MarketCapitalization;MoreInfo;Name;Notes;OneyrTargetPrice;Open;OrderBookRealtime;PEGRatio;PERatio;PERatioRealtime;PercebtChangeFromYearHigh;PercentChange;PercentChangeFromFiftydayMovingAverage;PercentChangeFromTwoHundreddayMovingAverage;PercentChangeFromYearLow;PreviousClose;PriceBook;PriceEPSEstimateCurrentYear;PriceEPSEstimateNextYear;PricePaid;PriceSales;SharesOwned;ShortRatio;StockExchange;Symbol;TickerTrend;TradeDate;TwoHundreddayMovingAverage;Volume;YearHigh;YearLow;YearRange;symbol
BIFFA PLC ORD GBP0.01;GBp;252.50;254.99;254.00;-0.89%;217.84;-2.25;257.00;250.75;-8.90;;;252.50;;381360;251.75;;1.17;-2.25;10.15;32.84;-13.25;83.06;;;-2.25 - -0.89%;-0.89%;;GBp;257.00;250.75;250.75 - 257.00;;;;;;;90.30M;14.99;0.00;;-8.90;;7/6/2017;241.60;;;;;;;;11/1/2017;251.75;;2:42pm;2:42pm - <b>251.75</b>;;;629.37M;;BIFFA PLC ORD GBP0.01;;;254.99;;0.00;;;-5.00%;-0.89%;+4.20%;+15.00%;+49.24%;254.00;217.84;;;;64.12;;0.00;LSE;BIFF.L;;;218.91;1859263;265.00;168.69;168.69 - 265.00;BIFF.L
BOSTON INTERNATIONAL HOLDINGS P;GBp;;7.50;7.50;+0.00%;208.33;+0.00;;;-0.60;;;;;1;;;0.04;+0.00;0.00;-0.25;-2.50;2.50;;;+0.00 - +0.00%;+0.00%;;GBp;;;;;;;;;;0.00;;0.00;;-0.60;;;7.50;;;;;;;;8/22/2017;7.50;;3:30pm;3:30pm - <b>7.50</b>;;;2.30M;;BOSTON INTERNATIONAL HOLDINGS P;;;7.50;;0.00;;;-25.00%;+0.00%;+0.00%;-3.18%;+50.00%;7.50;208.33;;;;;;0.00;LSE;BIH.L;;;7.75;;10.00;5.00;5.00 - 10.00;BIH.L
BILBY PLC ORD 10P;GBp;65.00;63.00;64.50;-3.64%;190.83;-2.35;63.00;62.15;-0.50;;;65.00;;16962;62.00;;0.34;-2.35;-0.65;-2.04;-25.85;26.15;;;-2.35 - -3.64%;-3.64%;;GBp;63.00;62.15;62.15 - 63.00;;;;;;;3.86M;12.10;0.00;;-0.50;;7/28/2017;62.80;;;;;;;;11/1/2017;62.15;;2:52pm;2:52pm - <b>62.15</b>;;;24.69M;;BILBY PLC ORD 10P;;;63.00;;0.00;;;-29.37%;-3.64%;-1.03%;-3.18%;+72.64%;64.50;190.83;;;;40.05;;0.00;LSE;BILB.L;;;64.19;8631;88.00;36.00;36.00 - 88.00;BILB.L
BILLING SERVICES GROUP LIMITED;GBp;2.500;2.250;2.375;+0.000%;16.047;+0.000;2.250;2.250;4.200;;;2.500;;84129;2.250;;0.148;+0.000;-0.068;-0.832;-3.625;0.125;;;+0.000 - +0.000%;+0.000%;;GBp;2.250;2.250;2.250 - 2.250;;;;;;;2.55M;2.280;0.000;;4.200;;12/19/2012;2.443;;;;;;;;10/31/2017;2.375;;4:30pm;4:30pm - <b>2.375</b>;;;6.71M;;BILLING SERVICES GROUP LIMITED;;;2.250;;0.000;0.565;;-60.417%;+0.000%;-2.766%;-25.940%;+5.556%;2.375;16.047;;;;26.936;;0.000;LSE;BILL.L;;;3.207;3102;6.000;2.250;2.250 - 6.000;BILL.L
BILLINGTON HOLDINGS PLC ORD 10P;GBp;282.00;270.00;273.50;+2.38%;169.98;+6.50;280.00;270.00;28.60;;;282.00;;11384;265.00;;1.61;+6.50;7.81;26.80;-8.00;75.00;;;+6.50 - +2.38%;+2.38%;;GBp;280.00;270.00;270.00 - 280.00;;;;;;;5.66M;20.80;0.00;;28.60;;6/8/2017;272.19;;;;;;;;11/1/2017;280.00;;1:47pm;1:47pm - <b>280.00</b>;;;33.73M;;BILLINGTON HOLDINGS PLC ORD 10P;;;270.00;;0.00;9.79;;-2.78%;+2.38%;+2.87%;+10.59%;+36.59%;273.50;169.98;;;;47.78;;0.00;LSE;BILN.L;;;253.20;1765;288.00;205.00;205.00 - 288.00;BILN.L
BIOME TECHNOLOGIES PLC ORD 5P;GBp;220.00;209.00;192.50;+11.17%;135.66;+21.50;226.95;207.00;-14.90;;;220.00;;1545;205.00;;1.42;+21.50;14.54;17.12;-45.00;119.00;;;+21.50 - +11.17%;+11.17%;;GBp;226.95;207.00;207.00 - 226.95;;;;;;;-402999.00;-4.26;0.00;;-14.90;;5/26/2004;199.46;;;;;;;;11/1/2017;214.00;;12:35pm;12:35pm - <b>214.00</b>;;;5.02M;;BIOME TECHNOLOGIES PLC ORD 5P;;;209.00;;0.00;;;-17.37%;+11.17%;+7.29%;+8.69%;+125.26%;192.50;135.66;;;;83.60;;0.00;LSE;BIOM.L;;;196.88;18214;259.00;95.00;95.00 - 259.00;BIOM.L
BISICHI MINING PLC ORD 10P;GBp;77.00;76.00;74.50;+0.00%;48.16;+0.00;76.00;76.00;5.10;;;77.00;;1525;72.00;;1.55;+0.00;1.43;-1.32;-8.50;5.50;;;+0.00 - +0.00%;+0.00%;;GBp;76.00;76.00;76.00 - 76.00;;;;;;;1.93M;15.00;0.00;;5.10;;7/6/2017;73.07;;;;;;;;10/31/2017;74.50;;4:30pm;4:30pm - <b>74.50</b>;;;7.95M;;BISICHI MINING PLC ORD 10P;;;76.00;;0.00;14.61;;-10.24%;+0.00%;+1.96%;-1.75%;+7.97%;74.50;48.16;;;;27.79;;0.00;LSE;BISI.L;;;75.82;1;83.00;69.00;69.00 - 83.00;BISI.L
BANK OF IRELAND (GOVERNOR & COM;EUR;0.25;0.24;0.24;+2.08%;;+0.01;0.25;0.24;0.02;;;0.25;;35448600;0.24;;0.00;+0.01;-23.31;-23.74;-26.51;0.01;;;+0.01 - +2.08%;+2.08%;;EUR;0.25;0.24;0.24 - 0.25;;;;;;;0.00;0.02;0.00;;0.02;;;23.56;;;;;;;;7/7/2017;0.25;;3:35pm;3:35pm - <b>0.25</b>;;;;;BANK OF IRELAND (GOVERNOR & COM;;;0.24;;0.00;;;-99.08%;+2.08%;-98.96%;-98.98%;+3.16%;0.24;;;;;;;0.00;LSE;BKIR.L;;;23.99;18197875;26.76;0.24;0.24 - 26.76;BKIR.L
BRITISH LAND COMPANY PLC ORD 25;GBp;596.00;600.00;601.00;-0.92%;67.11;-5.50;601.50;592.50;14.70;;;596.00;;3763620;595.50;;8.95;-5.50;-6.91;-24.79;-80.00;20.90;;;-5.50 - -0.92%;-0.92%;;GBp;601.50;592.50;592.50 - 601.50;;;;;0.39;4.96;485.00M;36.35;0.00;;14.70;;10/5/2017;602.41;;;;;;;;11/1/2017;595.50;;2:58pm;2:58pm - <b>595.50</b>;;;6.13B;;BRITISH LAND COMPANY PLC ORD 25;;;600.00;;12.23;40.51;;-11.84%;-0.92%;-1.15%;-4.00%;+3.64%;601.00;67.11;16.38;16.32;;864.37;;0.00;LSE;BLND.L;;;620.29;3303163;675.50;574.60;574.60 - 675.50;BLND.L
Blue Planet Investment Trust;GBp;50.00;47.92;47.00;+4.06%;;+1.91;48.91;47.92;10.50;;;50.00;;255;46.00;;0.00;+1.91;48.40;48.37;-3.09;13.91;;;+1.91 - +4.06%;+4.06%;;GBp;48.91;47.92;47.92 - 48.91;;;;;;;0.00;nan;0.00;;10.50;;7/6/2017;0.51;;;;;;;;11/1/2017;48.91;;1:38pm;1:38pm - <b>48.91</b>;;;;;Blue Planet Investment Trust;;;47.92;;0.00;;;-5.94%;+4.06%;+9402.59%;+9033.11%;+39.74%;47.00;;;;;;;0.00;LSE;BLP.L;;;0.54;50668;52.00;35.00;35.00 - 52.00;BLP.L
BHP BILLITON PLC ORD $0.50;GBp;1409.50;1381.50;1362.50;+3.45%;126.69;+47.00;1416.47;1379.50;110.40;;;1409.50;;8020370;1409.00;;10.76;+47.00;42.97;116.67;-109.00;306.50;;;+47.00 - +3.45%;+3.45%;;GBp;1416.47;1379.50;1379.50 - 1416.47;;;;;0.83;4.39;19.37B;1.35;0.00;;110.40;;9/7/2017;1366.53;;;;;;;;11/1/2017;1409.50;;3:04pm;3:04pm - <b>1409.50</b>;;;75.04B;;BHP BILLITON PLC ORD $0.50;;;1381.50;;0.00;12.77;;-7.18%;+3.45%;+3.14%;+9.02%;+27.79%;1362.50;126.69;;;;187.61;;0.00;LSE;BLT.L;;;1292.83;7831176;1518.50;1103.00;1103.00 - 1518.50;BLT.L
BLANCCO TECHNOLOGY GROUP PLC OR;GBp;55.00;53.05;54.00;-1.15%;70.59;-0.62;53.50;53.05;-48.20;;;55.00;;138234;53.00;;0.76;-0.62;-0.55;-65.12;-254.62;4.38;;;-0.62 - -1.15%;-1.15%;;GBp;53.50;53.05;53.05 - 53.50;;;;;;;5.31M;5.79;0.00;;-48.20;;5/11/2017;53.93;;;;;;;;11/1/2017;53.38;;2:07pm;2:07pm - <b>53.38</b>;;;29.77M;;BLANCCO TECHNOLOGY GROUP PLC OR;;;53.05;;0.00;;;-82.67%;-1.15%;-1.02%;-54.95%;+8.94%;54.00;70.59;;;;112.83;;0.00;LSE;BLTG.L;;;118.50;8835;308.00;49.00;49.00 - 308.00;BLTG.L
BLUE STAR CAPITAL PLC ORD 0.1P;GBp;0.32000;0.29000;0.30500;-2.74754%;76.25000;-0.00838;0.29900;0.28400;-0.00000;;;0.32000;;22060500;0.28000;;0.00400;-0.00838;-0.02527;0.01937;-0.17338;0.19562;;;-0.00838 - -2.74754%;-2.74754%;;GBp;0.29900;0.28400;0.28400 - 0.29900;;;;;;;0.00;-0.30000;0.00000;;-0.00000;;;0.32189;;;;;;;;11/1/2017;0.29662;;2:06pm;2:06pm - <b>0.29662</b>;;;1.70M;;BLUE STAR CAPITAL PLC ORD 0.1P;;;0.29000;;0.00000;;;-36.88936%;-2.74754%;-7.85108%;+6.98455%;+193.68317%;0.30500;76.25000;;;;;;0.00000;LSE;BLU.L;;;0.27725;9503696;0.47000;0.10100;0.10100 - 0.47000;BLU.L
BLUR GROUP PLC ORD 1P;GBp;6.00;5.31;5.62;-5.60%;93.75;-0.32;5.31;5.31;-7.00;;;6.00;;1557070;5.25;;0.06;-0.32;0.74;-0.97;-21.19;2.56;;;-0.32 - -5.60%;-5.60%;;GBp;5.31;5.31;5.31 - 5.31;;;;;;;-3.52M;-0.10;0.00;;-7.00;;;4.57;;;;;;;;11/1/2017;5.31;;11:12am;11:12am - <b>5.31</b>;;;2.50M;;BLUR GROUP PLC ORD 1P;;;5.31;;0.00;;;-79.96%;-5.60%;+16.17%;-15.50%;+93.09%;5.62;93.75;;;;640.43;;0.00;LSE;BLUR.L;;;6.28;50000;26.50;2.75;2.75 - 26.50;BLUR.L
BOWLEVEN PLC ORD 10P;GBp;32.50;32.25;31.88;+1.18%;29.22;+0.38;32.50;31.30;2.90;;;32.50;;1048450;32.00;;1.09;+0.38;1.61;2.88;-5.50;9.75;;;+0.38 - +1.18%;+1.18%;;GBp;32.50;31.30;31.30 - 32.50;;;;;;;-19.44M;-0.02;0.00;;2.90;;;30.64;;;;;;;;11/1/2017;32.25;;2:39pm;2:39pm - <b>32.25</b>;;;104.84M;;BOWLEVEN PLC ORD 10P;;;32.25;;0.00;11.12;;-14.57%;+1.18%;+5.26%;+9.80%;+43.33%;31.88;29.22;;;;;;0.00;LSE;BLVN.L;;;29.37;967278;37.75;22.50;22.50 - 37.75;BLVN.L
Baronsmead Second Venture Trus;GBp;91.00;90.47;94.00;+0.00%;;+0.00;90.47;89.00;6.20;;;91.00;;635;89.00;;0.00;+0.00;89.07;89.07;-0.47;1.00;;;+0.00 - +0.00%;+0.00%;;GBp;90.47;89.00;89.00 - 90.47;;;;;;;0.00;;0.00;;6.20;;;0.93;;;;;;;;10/31/2017;90.00;;5:09pm;5:09pm - <b>90.00</b>;;;;;Baronsmead Second Venture Trus;;;90.47;;0.00;;;-0.52%;+0.00%;+9535.42%;+9571.15%;+1.12%;94.00;;;;;;;0.00;LSE;BMD.L;;;0.93;41942;90.47;89.00;89.00 - 90.47;BMD.L
BENCHMARK HOLDINGS PLC ORD 0.1P;GBp;47.00;45.90;45.00;+3.87%;63.83;+1.74;46.80;44.15;-3.10;;;47.00;;335189;44.00;;0.70;+1.74;5.57;-52.48;-64.76;10.24;;;+1.74 - +3.87%;+3.87%;;GBp;46.80;44.15;44.15 - 46.80;;;;;;;9.57M;3.27;0.00;;-3.10;;;41.17;;;;;;;;11/1/2017;46.74;;2:30pm;2:30pm - <b>46.74</b>;;;243.90M;;BENCHMARK HOLDINGS PLC ORD 0.1P;;;45.90;;0.00;;;-58.08%;+3.87%;+13.52%;-52.89%;+28.05%;45.00;63.83;;;;179.85;;0.00;LSE;BMK.L;;;99.22;29801;111.50;36.50;36.50 - 111.50;BMK.L
BUSHVELD MINERALS LIMITED ORD 1;GBp;9.75;9.38;9.50;-2.00%;110.47;-0.19;9.60;9.31;-0.30;;;9.75;;2243210;9.25;;0.09;-0.19;-0.21;0.42;-1.19;8.06;;;-0.19 - -2.00%;-2.00%;;GBp;9.60;9.31;9.31 - 9.60;;;;;;;-1.40M;-0.25;0.00;;-0.30;;;9.52;;;;;;;;11/1/2017;9.31;;2:33pm;2:33pm - <b>9.31</b>;;;64.76M;;BUSHVELD MINERALS LIMITED ORD 1;;;9.38;;0.00;;;-11.33%;-2.00%;-2.25%;+4.77%;+644.80%;9.50;110.47;;;;;;0.00;LSE;BMN.L;;;8.89;450030;10.50;1.25;1.25 - 10.50;BMN.L
BMR GROUP PLC ORD GBP0.01;GBp;3.5000;3.3000;3.3750;-3.3333%;56.2500;-0.1125;3.3000;3.2625;-0.8000;;;3.5000;;353081;3.2500;;0.0600;-0.1125;-0.2307;-0.7766;-5.8375;0.2625;;;-0.1125 - -3.3333%;-3.3333%;;GBp;3.3000;3.2625;3.2625 - 3.3000;;;;;;;-1.02M;nan;0.0000;;-0.8000;;;3.4932;;;;;;;;11/1/2017;3.2625;;2:43pm;2:43pm - <b>3.2625</b>;;;5.97M;;BMR GROUP PLC ORD GBP0.01;;;3.3000;;0.0000;;;-64.1484%;-3.3333%;-6.6053%;-19.2261%;+8.7500%;3.3750;56.2500;;;;;;0.0000;LSE;BMR.L;;;4.0391;133714;9.1000;3.0000;3.0000 - 9.1000;BMR.L
BRAEMAR SHIPPING SERVICES PLC O;GBp;308.00;301.45;308.25;-2.02%;91.20;-6.24;302.01;301.45;-1.70;;;308.00;;30802;300.25;;3.38;-6.24;-4.14;6.90;-34.74;84.01;;;-6.24 - -2.02%;-2.02%;;GBp;302.01;301.45;301.45 - 302.01;;;;;0.07;1.60;5.02M;20.78;0.00;;-1.70;;6/29/2017;306.15;;;;;;;;11/1/2017;302.01;;1:46pm;1:46pm - <b>302.01</b>;;;89.49M;;BRAEMAR SHIPPING SERVICES PLC O;;;301.45;;0.00;;;-10.32%;-2.02%;-1.35%;+2.34%;+38.54%;308.25;91.20;;;;65.32;;0.00;LSE;BMS.L;;;295.11;4887;336.75;218.00;218.00 - 336.75;BMS.L
BRITISH AMERICAN TOBACCO PLC Re;EUR;56.185;55.965;56.253;-0.512%;;-0.288;55.965;55.965;4.808;;;56.185;;610;55.954;;0.000;-0.288;1.863;-2.253;-8.735;7.100;;;-0.288 - -0.512%;-0.512%;;EUR;55.965;55.965;55.965 - 55.965;;;;;;;0.00;;0.000;;4.808;;8/17/2017;54.102;;;;;;;;11/1/2017;55.965;;9:07am;9:07am - <b>55.965</b>;;;;;BRITISH AMERICAN TOBACCO PLC Re;;;55.965;;0.000;;;-13.501%;-0.512%;+3.443%;-3.870%;+14.530%;56.253;;;;;;;0.000;STU;BMT.SG;;;58.218;226;64.700;48.865;48.865 - 64.700;BMT.SG
Bristol-Myers Squibb Company;USD;61.98;61.86;61.66;+0.50%;6.88;+0.31;62.31;61.49;2.74;;;61.98;;5983700;61.97;;8.96;+0.31;-1.50;4.21;-4.13;15.96;;;+0.31 - +0.50%;+0.50%;;USD;62.31;61.49;61.49 - 62.31;;;;11/1/2017;1.56;2.60;6.01B;2.99;0.80;3.24;2.74;;10/5/2017;63.47;;;;;;;;11/1/2017;61.97;;11:03am;11:03am - <b>61.97</b>;;;101.63B;;Bristol-Myers Squibb Company;;62.64;61.86;;1.86;22.63;;-6.25%;+0.50%;-2.36%;+7.28%;+34.69%;61.66;6.88;20.73;19.13;;5.00;;2.45;NYQ;BMY;;;57.76;1335081;66.10;46.01;46.01 - 66.10;BMY
BLOOMSBURY PUBLISHING PLC ORD 1;GBp;170.00;164.50;164.00;+3.54%;87.94;+5.80;170.00;163.00;9.80;;;170.00;;82476;168.00;;1.87;+5.80;9.70;0.70;-15.61;21.55;;;+5.80 - +3.54%;+3.54%;;GBp;170.00;163.00;163.00 - 170.00;;;;;0.09;3.83;12.53M;12.22;0.00;;9.80;;8/24/2017;160.10;;;;;;;;11/1/2017;169.80;;3:01pm;3:01pm - <b>169.80</b>;;;126.80M;;BLOOMSBURY PUBLISHING PLC ORD 1;;;164.50;;0.00;17.33;;-8.42%;+3.54%;+6.06%;+0.41%;+14.54%;164.00;87.94;;;;85.91;;0.00;LSE;BMY.L;;;169.10;455327;185.41;148.25;148.25 - 185.41;BMY.L
BEZANT RES PLC  LS -,002;EUR;0.015;0.014;0.014;+0.000%;0.483;+0.000;0.014;0.014;0.027;;;0.015;;142625;0.013;;0.029;+0.000;-0.001;0.000;-0.026;0.006;;;+0.000 - +0.000%;+0.000%;;EUR;0.014;0.014;0.014 - 0.014;;;;;;;-3.32M;;0.000;;0.027;;;0.015;;;;;;;;11/1/2017;0.014;;8:02am;8:02am - <b>0.014</b>;;;4.62M;;BEZANT RES PLC  LS -,002;;;0.014;;0.000;0.519;;-65.000%;+0.000%;-8.987%;+1.938%;+75.000%;0.014;0.483;;;;;;0.000;FRA;BN5.F;;;0.014;1750;0.040;0.008;0.008 - 0.040;BN5.F
Bankers Ord;GBp;856.0000;846.0000;852.0000;+0.3492%;;+2.9749;857.0000;846.0000;145.0000;;;856.0000;;14193;854.0000;;0.0000;+2.9749;846.5106;846.7052;-2.0251;194.9749;;;+2.9749 - +0.3492%;+0.3492%;;GBp;857.0000;846.0000;846.0000 - 857.0000;;;;;;;0.00;nan;0.0000;;145.0000;;10/26/2017;8.4643;;;;;;;;11/1/2017;854.9749;;2:50pm;2:50pm - <b>854.9749</b>;;;;;Bankers Ord;;;846.0000;;0.0000;;;-0.2363%;+0.3492%;+10000.9756%;+10238.6582%;+29.5417%;852.0000;;;;;;;0.0000;LSE;BNKR.L;;;8.2697;72846;857.0000;660.0000;660.0000 - 857.0000;BNKR.L
BLENHEIM NATURAL RESOURCES PLC;GBp;0.47;0.44;0.44;-2.27%;146.67;-0.01;0.46;0.43;-0.10;;;0.47;;12838200;0.43;;0.00;-0.01;-0.04;-0.11;-0.57;0.24;;;-0.01 - -2.27%;-2.27%;;GBp;0.46;0.43;0.43 - 0.46;;;;;;;0.00;;0.00;;-0.10;;10/28/1996;0.47;;;;;;;;11/1/2017;0.43;;1:57pm;1:57pm - <b>0.43</b>;;;1.71M;;BLENHEIM NATURAL RESOURCES PLC;;;0.44;;0.00;;;-57.00%;-2.27%;-8.35%;-20.95%;+123.38%;0.44;146.67;;;;63449.14;;0.00;LSE;BNR.L;;;0.54;6121718;1.00;0.19;0.19 - 1.00;BNR.L
BUNZL PLC ORD 32 1/7P;GBp;2313.00;2350.00;2345.00;-1.36%;605.32;-32.00;2350.00;2306.00;85.80;;;2313.00;;895341;2312.00;;3.87;-32.00;47.62;-9.62;-159.00;350.00;;;-32.00 - -1.36%;-1.36%;;GBp;2350.00;2306.00;2306.00 - 2350.00;;;;;0.51;1.72;584.70M;112.85;0.00;;85.80;;5/25/2017;2265.38;;;;;;;;11/1/2017;2313.00;;3:01pm;3:01pm - <b>2313.00</b>;;;7.62B;;BUNZL PLC ORD 32 1/7P;;;2350.00;;0.00;26.96;;-6.43%;-1.36%;+2.10%;-0.41%;+17.83%;2345.00;605.32;;;;95.37;;0.00;LSE;BNZL.L;;;2322.62;556137;2472.00;1963.00;1963.00 - 2472.00;BNZL.L
BANK OF CYPRUS HOLDINGS PUBLIC;EUR;2.90;2.87;2.87;+1.57%;0.50;+0.05;2.91;2.87;-0.12;;;2.90;;201938;2.88;;5.70;+0.05;-272.31;-303.17;-0.74;0.36;;;+0.05 - +1.57%;+1.57%;;EUR;2.91;2.87;2.87 - 2.91;;;;;;;0.00;0.32;0.00;;-0.12;;;275.22;;;;;;;;11/1/2017;2.91;;1:15pm;1:15pm - <b>2.91</b>;;;1.30B;;BANK OF CYPRUS HOLDINGS PUBLIC;;;2.87;;0.00;;;-20.27%;+1.57%;-98.94%;-99.05%;+14.01%;2.87;0.50;;;;;;0.00;LSE;BOCH.L;;;306.08;13439;3.65;2.55;2.55 - 3.65;BOCH.L
BOTSWANA DIAMONDS PLC ORD 0.25P;GBp;2.10;1.95;2.00;-1.00%;95.24;-0.02;1.98;1.95;-0.10;;;2.10;;708120;1.95;;0.02;-0.02;0.04;0.37;-0.67;0.85;;;-0.02 - -1.00%;-1.00%;;GBp;1.98;1.95;1.95 - 1.98;;;;;;;-260966.00;;0.00;;-0.10;;;1.94;;;;;;;;11/1/2017;1.98;;1:23pm;1:23pm - <b>1.98</b>;;;6.70M;;BOTSWANA DIAMONDS PLC ORD 0.25P;;;1.95;;0.00;;;-25.17%;-1.00%;+2.32%;+23.09%;+75.84%;2.00;95.24;;;;;;0.00;LSE;BOD.L;;;1.61;750000;2.65;1.13;1.13 - 2.65;BOD.L
BARON OIL PLC ORD 0.025P;GBp;0.300;0.279;0.250;+11.600%;62.500;+0.029;0.279;0.279;-0.100;;;0.300;;1725290;0.200;;0.004;+0.029;0.024;-0.077;-0.261;0.104;;;+0.029 - +11.600%;+11.600%;;GBp;0.279;0.279;0.279 - 0.279;;;;;;;-2.26M;0.000;0.000;;-0.100;;;0.255;;;;;;;;11/1/2017;0.279;;12:53pm;12:53pm - <b>0.279</b>;;;3.84M;;BARON OIL PLC ORD 0.025P;;;0.279;;0.000;;;-48.333%;+11.600%;+9.528%;-21.542%;+59.429%;0.250;62.500;;;;;;0.000;LSE;BOIL.L;;;0.356;40000;0.540;0.175;0.175 - 0.540;BOIL.L
BOOKER GROUP PLC ORD 1P;GBp;199.40;201.20;201.20;-0.89%;659.67;-1.80;202.43;198.80;8.90;;;199.40;;4809880;199.30;;0.31;-1.80;-4.39;2.62;-19.10;32.30;;;-1.80 - -0.89%;-0.89%;;GBp;202.43;198.80;198.80 - 202.43;;;;;;;209.50M;8.02;0.00;;8.90;;10/26/2017;203.79;;;;;;;;11/1/2017;199.40;;2:59pm;2:59pm - <b>199.40</b>;;;3.55B;;BOOKER GROUP PLC ORD 1P;;;201.20;;0.00;22.40;;-8.74%;-0.89%;-2.15%;+1.33%;+19.33%;201.20;659.67;;;;66.53;;0.00;LSE;BOK.L;;;196.78;6525715;218.50;167.10;167.10 - 218.50;BOK.L
BOOHOO.COM PLC ORD 1P;GBp;197.00;199.50;200.50;-1.87%;1382.76;-3.75;200.50;196.00;2.40;;;197.00;;11162300;196.75;;0.14;-3.75;-20.56;-22.56;-132.18;93.75;;;-3.75 - -1.87%;-1.87%;;GBp;200.50;196.00;196.00 - 200.50;;;;;;;41.29M;1.52;0.00;;2.40;;;217.31;;;;;;;;11/1/2017;196.75;;2:59pm;2:59pm - <b>196.75</b>;;;2.26B;;BOOHOO.COM PLC ORD 1P;;;199.50;;0.00;81.98;;-40.18%;-1.87%;-9.46%;-10.29%;+91.02%;200.50;1382.76;;;;535.71;;0.00;LSE;BOO.L;;;219.31;3306170;328.93;103.00;103.00 - 328.93;BOO.L
AUDIOBOOM GROUP PLC ORD SHS NPV;GBp;3.350;3.145;3.125;+0.960%;625.000;+0.030;3.250;3.110;-0.800;;;3.350;;1729240;3.100;;0.005;+0.030;0.458;0.815;-0.245;1.405;;;+0.030 - +0.960%;+0.960%;;GBp;3.250;3.110;3.110 - 3.250;;;;;;;-4.98M;nan;0.000;;-0.800;;;2.697;;;;;;;;11/1/2017;3.155;;2:28pm;2:28pm - <b>3.155</b>;;;29.36M;;AUDIOBOOM GROUP PLC ORD SHS NPV;;;3.145;;0.000;;;-7.206%;+0.960%;+16.998%;+34.838%;+80.286%;3.125;625.000;;;;1029.115;;0.000;LSE;BOOM.L;;;2.340;948075;3.400;1.750;1.750 - 3.400;BOOM.L
BOS GLOBAL HOLDINGS LIMITED ORD;GBp;3.25;3.52;3.62;-24.14%;604.17;-0.88;3.70;2.75;-0.30;;;3.25;;513475;3.00;;0.01;-0.88;-2.02;-6.26;-17.38;0.00;;;-0.88 - -24.14%;-24.14%;;GBp;3.70;2.75;2.75 - 3.70;;;;;;;0.00;15.17;0.00;;-0.30;;;4.77;;;;;;;;11/1/2017;2.75;;2:39pm;2:39pm - <b>2.75</b>;;;1.48M;;BOS GLOBAL HOLDINGS LIMITED ORD;;;3.52;;0.00;;;-86.34%;-24.14%;-42.31%;-69.48%;+0.00%;3.62;604.17;;;;;;0.00;LSE;BOS.L;;;9.01;4000125;20.12;2.75;2.75 - 20.12;BOS.L
BEST OF THE BEST PLC ORD 5P;GBp;290.00;261.00;275.00;+0.00%;1486.49;+0.00;286.00;261.00;13.70;;;290.00;;2592;260.00;;0.19;+0.00;-51.42;-84.91;-165.00;70.00;;;+0.00 - +0.00%;+0.00%;;GBp;286.00;261.00;261.00 - 286.00;;;;;;;1.74M;11.34;0.00;;13.70;;9/7/2017;326.42;;;;;;;;10/31/2017;275.00;;4:30pm;4:30pm - <b>275.00</b>;;;27.84M;;BEST OF THE BEST PLC ORD 5P;;;261.00;;0.00;20.07;;-37.50%;+0.00%;-15.75%;-23.59%;+34.15%;275.00;1486.49;;;;257.50;;0.00;LSE;BOTB.L;;;359.91;919;440.00;205.00;205.00 - 440.00;BOTB.L
HOLLYWOOD BOWL GROUP PLC ORD 1P;GBp;184.5000;183.9625;183.0000;-0.4112%;326.7857;-0.7525;184.5000;182.0000;4.8000;;;184.5000;;454533;182.0000;;0.5600;-0.7525;1.7545;11.9125;-17.7525;32.2475;;;-0.7525 - -0.4112%;-0.4112%;;GBp;184.5000;182.0000;182.0000 - 184.5000;;;;;;;29.61M;10.6000;0.0000;;4.8000;;6/15/2017;180.4930;;;;;;;;11/1/2017;182.2475;;1:44pm;1:44pm - <b>182.2475</b>;;;273.37M;;HOLLYWOOD BOWL GROUP PLC ORD 1P;;;183.9625;;0.0000;37.9682;;-8.8763%;-0.4112%;+0.9721%;+6.9936%;+21.4983%;183.0000;326.7857;;;;247.4021;;0.0000;LSE;BOWL.L;;;170.3350;4999;200.0000;150.0000;150.0000 - 200.0000;BOWL.L
